Name,City,Cuisine Style,Ranking,Rating,Number of Reviews
Rosie's,Amsterdam,"['French', 'European', 'Seafood', 'Vegetarian Friendly']",1272,5,12
Bar Basquiat,Amsterdam,"['Dutch', 'Bar', 'Street Food', 'Cafe', 'European', 'Vietnamese', 'Vegetarian Friendly']",1273,4,35
Cafe Thuys,Amsterdam,"['Bar', 'Dutch', 'Cafe', 'European', 'Pub']",1274,4.5,51
Feduzzi's Mercato Italiano,Amsterdam,"['Italian', 'European']",1275,4.5,22
Golden Chopsticks,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",1276,3.5,199
De Kleine Kaart,Amsterdam,"['Dutch', 'European', 'Thai', 'Spanish']",1277,5,15
Salsa Shop,Amsterdam,"['Mexican', 'Southwestern', 'Latin', 'Fast Food', 'Spanish', 'Vegetarian Friendly', 'Vegan Options']",1278,4,37
Saigon Caphe Leidseplein,Amsterdam,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1279,4,158
Het Groene Paleis,Amsterdam,"['French', 'American', 'Asian', 'Dutch', 'European', 'Spanish']",1280,4,37
Saul's,Amsterdam,"['American', 'Grill', 'Fast Food']",1281,4,40
De Proefzaak,Amsterdam,"['French', 'Dutch', 'European', 'Grill', 'Fusion']",1282,4.5,14
Zina,Amsterdam,"['Mediterranean', 'Moroccan']",1283,4,42
Lee Ka Chu - Taste of Culture,Amsterdam,"['Chinese', 'Asian']",1284,4,106
Thai Restaurant Sawaddee Ka,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1285,3.5,156
Cafe Eik en Linde,Amsterdam,"['Dutch', 'Bar', 'European']",1286,4.5,48
In 't Vierde Baarsje,Amsterdam,"['French', 'Dutch', 'European']",1287,4.5,32
Il Re di Puglia,Amsterdam,['Italian'],1288,5,9
To Ouzeri,Amsterdam,"['Mediterranean', 'Greek', 'European', 'Vegetarian Friendly']",1289,4,75
Restaurant THT,Amsterdam,"['Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",1290,4,137
De Halve Maen,Amsterdam,"['Dutch', 'Bar', 'European']",1291,4,36
Mitsos,Amsterdam,"['Mediterranean', 'Greek', 'European', 'Vegetarian Friendly']",1292,5,24
SOTTO Pizza,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1293,4,60
Dopey's Elixir,Amsterdam,"['Dutch', 'Bar', 'Pub', 'European', 'Vegetarian Friendly']",1294,5,26
La Grotte Breakfastbar,Amsterdam,"['Bar', 'Cafe']",1295,4,108
Steakhouse Roos,Amsterdam,"['Steakhouse', 'Argentinean', 'South American']",1296,4,41
Kuroge Wagyu Beef Restaurant Zao,Amsterdam,"['Japanese', 'Barbecue', 'Asian', 'Korean']",1297,4.5,15
Homemade,Amsterdam,"['European', 'Vegetarian Friendly']",1298,4.5,40
De Vergulde Lantaarn,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",1299,3.5,163
Cafe Mads,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",1300,4,41
Het Terras,Amsterdam,"['European', 'Dutch']",1301,4,51
Saltzer,Amsterdam,"['European', 'Seafood']",1302,4,26
Ada Lunch & Restaurant,Amsterdam,"['European', 'Turkish', 'Halal']",1303,4,60
The King,Amsterdam,"['American', 'Pizza', 'International', 'British', 'Healthy', 'Dutch', 'European']",1304,4.5,21
Suvarnaphum,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1305,4,41
Koetjes en Kalfjes,Amsterdam,"['Dutch', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",1306,3.5,107
Panini,Amsterdam,"['French', 'Italian', 'Vegetarian Friendly']",1307,4,95
BROODJESZAAK t KUYLTJE,Amsterdam,"['Dutch', 'European']",1308,5,16
Restaurant Queen of Sheba,Amsterdam,"['Ethiopian', 'African', 'Vegetarian Friendly', 'Vegan Options']",1309,4.5,41
Shoarma Mesut,Amsterdam,"['Mediterranean', 'Turkish', 'Middle Eastern', 'Halal', 'Vegetarian Friendly']",1310,4.5,26
V.O.C. Cafe,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub']",1311,4,45
China Si Chuan Kitchen,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",1312,4,261
IJsland,Amsterdam,"['Dutch', 'European', 'Diner', 'Delicatessen', 'Gluten Free Options']",1313,4.5,19
Restaurant Sahan,Amsterdam,"['Mediterranean', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']",1314,4,48
Peruvian Cuisine NL,Amsterdam,"['Peruvian', 'Latin', 'Seafood', 'South American', 'Vegetarian Friendly', 'Vegan Options']",1315,4.5,49
Mai Thai,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1316,4,133
Tanoshii Sushi,Amsterdam,"['Japanese', 'Seafood', 'Sushi']",1317,5,18
Lucien,Amsterdam,"['Dutch', 'International', 'European', 'Vegetarian Friendly']",1318,3.5,84
New York Pizza,Amsterdam,"['Pizza', 'Fast Food', 'Vegetarian Friendly']",1319,4,31
Zest Craft Beer&Food,Amsterdam,"['Brew Pub', 'Grill', 'Mediterranean', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options']",1320,4.5,35
La Chesa,Amsterdam,"['Cafe', 'Dutch', 'European']",1321,5,22
Japanese Pancake World,Amsterdam,"['Japanese', 'Asian', 'Vegetarian Friendly']",1322,4,110
Argentina Restaurant,Amsterdam,"['Argentinean', 'Steakhouse']",1323,4,65
Halvemaan,Amsterdam,"['French', 'European', 'Dutch']",1324,4.5,37
Olivity,Amsterdam,"['Mediterranean', 'European', 'Greek', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",1325,5,23
Van Harte,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1326,3.5,213
Cafe Riviera,Amsterdam,"['Bar', 'European', 'Pub', 'Dutch']",1327,5,20
Burger Bitch,Amsterdam,"['American', 'Bar', 'Fast Food', 'Diner']",1328,3.5,148
Los Pilones,Amsterdam,"['Mexican', 'Latin', 'Vegetarian Friendly']",1329,4,199
Koala Republic,Amsterdam,"['International', 'Contemporary', 'Healthy', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1330,5,19
Cafe de Oranjerie,Amsterdam,"['Dutch', 'Bar', 'Pub', 'European', 'Central European']",1331,4.5,36
Schnitzel & Weizen,Amsterdam,"['European', 'German', 'Austrian', 'Vegetarian Friendly']",1332,4,33
d'Overkant,Amsterdam,"['Pub', 'International', 'Vegetarian Friendly']",1333,3.5,95
Clubhouse Old Course,Amsterdam,,1334,4.5,21
Taverna Barcelona,Amsterdam,"['Spanish', 'Mediterranean', 'European']",1335,4.5,50
Friday Next,Amsterdam,"['Vegetarian Friendly', 'Vegan Options']",1336,4,78
Verhulst,Amsterdam,"['Dutch', 'European', 'Bar', 'International', 'Pub']",1337,4.5,37
De Kleine Valk,Amsterdam,"['French', 'Dutch', 'European', 'Bar', 'Central European', 'International', 'Vegetarian Friendly']",1338,3.5,129
Renato's Pizzeria,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1339,4,72
Pasoek Thai Restaurant,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1340,4.5,51
Nessun Dorma,Amsterdam,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",1341,4,51
Bake my Day,Amsterdam,['French'],1342,4.5,18
Mondo Mediterraneo,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",1343,4.5,33
Moeke's,Amsterdam,"['Dutch', 'European', 'Asian', 'Indonesian']",1344,4.5,13
Artisani Burgers,Amsterdam,,1345,4.5,22
Proust,Amsterdam,"['Bar', 'Dutch', 'International', 'European']",1346,4,81
Lalla Rookh,Amsterdam,"['South American', 'Vegetarian Friendly', 'Vegan Options']",1347,4,52
Pieper,Amsterdam,"['Bar', 'Cafe', 'Pub', 'Brew Pub', 'Dutch']",1348,4.5,35
Papeneiland Pub,Amsterdam,"['Dutch', 'Bar', 'Pub', 'European', 'Contemporary']",1349,4,78
Eerlijk - Coffee.Cuisine.Coaching,Amsterdam,"['International', 'European']",1350,5,8
Takeichi,Amsterdam,['Asian'],1351,4.5,13
Foodbar 63 graden,Amsterdam,"['Bar', 'Mediterranean', 'Vegetarian Friendly']",1352,4.5,26
Broodje van Popov,Amsterdam,"['Dutch', 'European', 'Cafe']",1353,4.5,35
La Santa Maria International Dinner,Amsterdam,"['Grill', 'Steakhouse', 'International', 'European', 'Vegetarian Friendly']",1354,4,69
gent aan de schinkel,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub']",1355,4,110
Carne Argentina,Amsterdam,"['Steakhouse', 'Barbecue', 'Argentinean']",1356,3.5,179
Croissanterie Friends,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly']",1357,5,27
't Steakhouse,Amsterdam,"['Steakhouse', 'Barbecue', 'Grill', 'American']",1358,4,109
Genroku,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",1359,3.5,66
Lime Leaf,Amsterdam,"['Asian', 'Thai', 'Vietnamese', 'Singaporean']",1360,5,7
Cafe Hegeraad,Amsterdam,"['Cafe', 'Dutch', 'Bar', 'European']",1361,4.5,32
Fyrre,Amsterdam,"['Seafood', 'Danish']",1362,5,7
De Witte Zwaan,Amsterdam,['Dutch'],1363,5,7
Winehouse SOMM,Amsterdam,"['Italian', 'French', 'Mediterranean', 'Spanish', 'South American']",1364,5,8
Broodje Mokum,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly']",1365,4.5,40
Le Pain Quotidien,Amsterdam,"['African', 'European', 'French']",1366,4,24
Le Petit Latin,Amsterdam,"['French', 'European']",1367,4,42
Meneer & Mevrouw Keus,Amsterdam,"['Dutch', 'European']",1368,4.5,21
Ristorante Pomorosso,Amsterdam,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly']",1369,4,75
Bagels & Beans IJburg Amsterdam,Amsterdam,['Healthy'],1370,4.5,16
Cafe Reynders,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Cafe', 'Gastropub']",1371,4,91
Nest,Amsterdam,,1372,4.5,15
Tempura,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",1373,4,58
Caro Kookt,Amsterdam,"['Dutch', 'European']",1374,4.5,17
NELIS West,Amsterdam,"['International', 'Diner']",1375,4.5,13
Ristorante d'Antica,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1376,4,187
Deegrollers,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1377,4,49
"Stefs Bakery, Pastry & More",Amsterdam,,1378,5,12
Cafe Brandon,Amsterdam,"['Dutch', 'Cafe', 'European', 'Pub']",1379,4.5,43
Mangiancora,Amsterdam,"['Italian', 'Pizza', 'European', 'Mediterranean', 'Vegetarian Friendly']",1380,4.5,44
The Flying Dutchman,Amsterdam,,1381,4.5,12
Holy Cheese Sandwich Shop,Amsterdam,"['Dutch', 'European']",1382,4,26
Salad & the City,Amsterdam,['Vegetarian Friendly'],1383,5,13
The Butcher,Amsterdam,"['Bar', 'American', 'European', 'Pub', 'Vegetarian Friendly']",1384,4,56
Wilde Westen,Amsterdam,"['Pizza', 'European', 'Vegetarian Friendly']",1385,4,45
Eetcafe Lusthof,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub']",1386,4,77
Lunchcafe Bozz,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",1387,4,46
vijfnulvijf,Amsterdam,"['Asian', 'Japanese', 'Cafe', 'Sushi', 'Vegetarian Friendly']",1388,4,50
The Winter Garden,Amsterdam,['European'],1389,4.5,29
Restaurant Kukeleku,Amsterdam,"['Dutch', 'European', 'Diner']",1390,4.5,18
Rogh,Amsterdam,"['Dutch', 'Cafe', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options']",1391,4,165
Cafe Het Hok,Amsterdam,"['Bar', 'Pub', 'Dutch', 'Cafe', 'European', 'Vegetarian Friendly']",1392,4,90
Wagamama Zuidplein - Wtc,Amsterdam,"['Asian', 'Japanese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1393,4,118
Aries Noodles,Amsterdam,"['Indonesian', 'Asian']",1394,4.5,26
RUIS food&drinks,Amsterdam,"['French', 'Dutch', 'International', 'Bar', 'European', 'Pub']",1395,4.5,35
Meram Burger,Amsterdam,['Fast Food'],1396,4,30
Sky Lounge,Amsterdam,,1397,4,24
San Francisco Sandwich Company,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",1398,5,17
Half Moon Lounge,Amsterdam,"['Bar', 'Pub', 'European']",1399,4.5,14
Cafe de Oude Wester,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Vegetarian Friendly']",1400,3.5,350
Cafe De Pont,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'International', 'Vegetarian Friendly']",1401,3.5,162
Shabu Shabu Sushi & Grill,Amsterdam,"['Asian', 'Japanese', 'Sushi', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",1402,3.5,326
Restaurant Toscana,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1403,4,157
Do Brasil,Amsterdam,"['Steakhouse', 'Brazilian']",1404,3.5,142
Baut,Amsterdam,,1405,4,33
Kyoto Sushi,Amsterdam,"['Japanese', 'Sushi', 'Vegetarian Friendly']",1406,3.5,226
Arepa Shop,Amsterdam,['Vegetarian Friendly'],1407,5,11
De Gouden Hoek,Amsterdam,"['Seafood', 'European']",1408,4,40
Segugio,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly']",1409,4,134
Fenan Klein Afrika,Amsterdam,"['African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options']",1410,4.5,49
Tapas de Arroyo,Amsterdam,"['Spanish', 'Vegetarian Friendly']",1411,4,121
Martin's Social Club,Amsterdam,"['American', 'Bar', 'European', 'Pub', 'Healthy', 'Barbecue', 'Vegetarian Friendly']",1412,4.5,29
Restaurant Forno,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1413,4,71
Cafe de Heuvel,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'Pub', 'European']",1414,4,33
Hema,Amsterdam,"['Dutch', 'Fast Food', 'European']",1415,4,28
Morena aan de Amstel,Amsterdam,"['Mediterranean', 'Greek']",1416,4.5,19
Palladium,Amsterdam,"['Bar', 'European', 'Vegetarian Friendly']",1417,3.5,227
Vandam,Amsterdam,['Italian'],1418,4.5,9
Cafe 't Sluisje,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'Pub', 'European']",1419,4.5,40
Teatina,Amsterdam,"['Italian', 'Mediterranean']",1420,4.5,24
Cinema Paradiso,Amsterdam,"['Mediterranean', 'Italian', 'European', 'Seafood', 'Vegetarian Friendly']",1421,4,122
Ristorante Il Fiore,Amsterdam,"['Italian', 'European', 'Mediterranean']",1422,4,98
Mangiamore,Amsterdam,"['Italian', 'Pizza']",1423,5,11
Grill Steakhouse Shawarma mama,Amsterdam,"['Middle Eastern', 'Fast Food', 'Mediterranean', 'Halal']",1424,5,11
Gordal,Amsterdam,"['Spanish', 'Vegetarian Friendly', 'Vegan Options']",1425,4,29
Cafe del Mondo,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub']",1426,4,43
Sapori Del Mondo,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",1427,4,207
Asian Fantasy,Amsterdam,"['Chinese', 'Asian']",1428,4.5,22
Anna's SpecialTeas,Amsterdam,['Cafe'],1429,5,9
Artist,Amsterdam,"['Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly']",1430,4,85
O'Donnells Irish Pub,Amsterdam,"['Bar', 'European', 'Pub', 'Irish', 'British']",1431,3.5,172
Finch,Amsterdam,"['European', 'Bar', 'Cafe', 'International', 'Vegetarian Friendly']",1432,4,64
Cafe Schinkelhaven,Amsterdam,"['Dutch', 'Bar', 'European', 'Cafe', 'Vegetarian Friendly']",1433,4,113
Rigoletto Cafe,Amsterdam,"['Italian', 'Bar', 'Cafe', 'Pub', 'Soups']",1434,5,8
Las Estrellas,Amsterdam,"['Italian', 'Pizza', 'European']",1435,4.5,23
Clone 42,Amsterdam,"['European', 'Wine Bar', 'Spanish', 'Vegetarian Friendly']",1436,5,24
Soep Van Kana,Amsterdam,"['Soups', 'Vegetarian Friendly']",1437,4.5,12
Fish House,Amsterdam,"['Seafood', 'European']",1438,4.5,26
Porto Marina,Amsterdam,"['Moroccan', 'Seafood', 'Mediterranean']",1439,4.5,23
Lucky Garden,Amsterdam,['Chinese'],1440,4.5,24
Vincent Kaas en Vlees,Amsterdam,,1441,4.5,16
Mangiassai,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",1442,4,59
Umaimon,Amsterdam,"['Japanese', 'Asian']",1443,4,13
Eten aan de Rijn,Amsterdam,"['Dutch', 'International', 'European', 'Central European']",1444,4.5,40
De Tropen - Cafe & Restaurant,Amsterdam,"['Cafe', 'International', 'Dutch', 'Bar', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",1445,3.5,84
Hutspot,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options']",1446,4.5,44
Hotel Restaurant Larende,Amsterdam,"['European', 'Pizza']",1447,4.5,34
Bagels & Wraps,Amsterdam,,1448,4.5,29
T'Schuim,Amsterdam,"['Bar', 'Dutch', 'Cafe', 'European', 'Pub']",1449,4,36
Lo Stivale d'Oro,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European']",1450,4,139
De Tokoman,Amsterdam,"['Fast Food', 'Asian', 'Vegetarian Friendly']",1451,4,60
San Tommaso - MG,Amsterdam,"['Pizza', 'Italian', 'European', 'Vegetarian Friendly']",1452,3.5,241
Cafe Sage,Amsterdam,"['Cafe', 'International', 'Vegetarian Friendly', 'Vegan Options']",1453,5,12
Goulash@Home,Amsterdam,,1454,5,8
Gustatio Amsterdam,Amsterdam,['Italian'],1455,5,7
Alex + Pinard,Amsterdam,"['French', 'Seafood', 'International']",1456,5,6
La Brochette,Amsterdam,"['European', 'French', 'Dutch', 'Vegetarian Friendly']",1457,4,71
Santorini Greek Taverna,Amsterdam,"['Mediterranean', 'Greek']",1458,4,155
Plancius,Amsterdam,"['Dutch', 'European', 'International', 'Vegetarian Friendly']",1459,3.5,200
Burger Bar,Amsterdam,,1460,4.5,42
Chefs Poulet & Frites,Amsterdam,"['Delicatessen', 'French', 'Dutch', 'Mediterranean', 'European']",1461,4.5,16
Kees,Amsterdam,['European'],1462,4.5,21
BeyMen Cafe & Restaurant,Amsterdam,,1463,4,23
Albina Restaurant,Amsterdam,"['Chinese', 'Asian']",1464,4,45
La Sirene,Amsterdam,"['Dutch', 'European', 'French', 'Seafood', 'Vegetarian Friendly']",1465,4.5,91
Marqt Gelderlandplein,Amsterdam,"['Dutch', 'European', 'Delicatessen']",1466,4,33
Cafe Dinard,Amsterdam,['Seafood'],1467,5,10
Little Saigon Haarlemmerdijk,Amsterdam,"['Asian', 'Vietnamese', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",1468,4,63
Titus Parrilla,Amsterdam,"['Bar', 'European', 'Central European', 'Steakhouse']",1469,3.5,118
De Ruyschkamer,Amsterdam,,1470,5,13
Bojo Restaurant,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly']",1471,3.5,236
Dok48,Amsterdam,['Seafood'],1472,4,36
Made's Warung,Amsterdam,['Seafood'],1473,5,14
Cafe Kiebert,Amsterdam,"['Bar', 'European', 'Dutch', 'Cafe', 'International', 'Pub']",1474,4,55
Nightbar The Bottle,Amsterdam,,1475,4.5,19
Restaurant Vandaag,Amsterdam,"['Seafood', 'Sushi', 'European', 'International', 'Asian', 'Vegetarian Friendly']",1476,3.5,135
De Pizzabakkers Spaarndammer,Amsterdam,"['Italian', 'Pizza', 'Mediterranean']",1477,4.5,12
Mythos Greek Restaurant,Amsterdam,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",1478,4,177
Hoi Tin,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",1479,3.5,202
Sterk Staaltje Winkel,Amsterdam,,1480,5,14
Julia's,Amsterdam,"['Italian', 'Fast Food']",1481,4,21
Stuyvesant Wijnlokaal,Amsterdam,"['European', 'Wine Bar', 'Dutch']",1482,4,57
Buon Appetito,Amsterdam,"['Dutch', 'European', 'Italian', 'Pizza']",1483,4,133
De Twee Zwaantjes,Amsterdam,"['Dutch', 'Bar', 'Pub', 'European']",1484,4,23
Samen,Amsterdam,,1485,5,12
Sushi Take Out,Amsterdam,"['Japanese', 'Seafood', 'Sushi']",1486,4.5,19
Cafe Bar Aen't Water,Amsterdam,"['Bar', 'Cafe', 'Pub']",1487,4,36
Taka Japanse Kitchen,Amsterdam,,1488,5,8
Toki,Amsterdam,"['Cafe', 'Vegetarian Friendly']",1489,4.5,18
Braai Vondelpark,Amsterdam,"['Barbecue', 'European']",1490,4,26
Cafe Wheels,Amsterdam,"['Bar', 'Cafe', 'Dutch', 'European']",1491,4,66
Patates Amsterdam,Amsterdam,['Fast Food'],1492,4.5,26
't PontStation,Amsterdam,"['Dutch', 'Fast Food', 'Vegetarian Friendly']",1493,4,34
Tjing Tjing,Amsterdam,['African'],1494,4.5,66
Bar Mash,Amsterdam,,1495,5,10
Efem Restaurant & Cafe,Amsterdam,"['Turkish', 'Dutch', 'European']",1496,4,22
Miss Saigon,Amsterdam,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",1497,3.5,86
Mangetsu Amsterdam,Amsterdam,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly']",1498,4,56
Granada Restaurant,Amsterdam,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",1499,3.5,317
Wurst & Schnitzelhaus,Amsterdam,"['German', 'European', 'Central European']",1500,4,43
Poesiat & Kater,Amsterdam,['Vegetarian Friendly'],1501,4,30
Mooshka,Amsterdam,"['International', 'Healthy', 'Vegetarian Friendly']",1502,5,9
@7,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options']",1503,4,33
Kagetsu,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",1504,4,90
Cafe Goos,Amsterdam,"['Bar', 'Cafe', 'European', 'Dutch', 'Vegetarian Friendly']",1505,4.5,51
Sizzling Wok,Amsterdam,"['Chinese', 'Sushi', 'Asian', 'Seafood', 'Vegetarian Friendly', 'Vegan Options']",1506,4,62
Azmarino,Amsterdam,"['African', 'Ethiopian', 'Vegetarian Friendly']",1507,4.5,62
Bar Fisk,Amsterdam,"['Mediterranean', 'Fusion', 'Bar', 'Wine Bar', 'Israeli']",1508,4,25
Casa Peru,Amsterdam,"['Peruvian', 'Seafood', 'Latin', 'South American', 'Vegetarian Friendly']",1509,4,183
Jack Dish,Amsterdam,"['Mediterranean', 'Dutch', 'Bar', 'European', 'Gastropub']",1510,4,36
Defour,Amsterdam,,1511,5,15
Cheesy Cakes,Amsterdam,['Cafe'],1512,5,8
Cibo & Vino,Amsterdam,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly']",1513,4.5,34
Cafe de Paris,Amsterdam,"['French', 'Mediterranean', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options']",1514,3.5,234
Canton Restaurant,Amsterdam,"['Chinese', 'Asian']",1515,4,36
Crystal,Amsterdam,"['Middle Eastern', 'Steakhouse', 'Pizza', 'Mediterranean', 'Halal', 'Vegetarian Friendly']",1516,4,61
Abyssinia,Amsterdam,"['African', 'Ethiopian']",1517,4,86
Vascobelo V-bar Rijnstraat,Amsterdam,"['Cafe', 'International', 'European', 'Healthy', 'French']",1518,4,34
De Aardige Pers,Amsterdam,"['Middle Eastern', 'Persian']",1519,4,33
El Rancho Argentino,Amsterdam,"['Mexican', 'Steakhouse', 'Bar', 'Barbecue', 'Argentinean', 'South American', 'Central American']",1520,3.5,196
Croissanterie Eifeltoren,Amsterdam,,1521,4.5,29
Samrat,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly']",1522,4,72
Canvas,Amsterdam,"['European', 'Dutch', 'International', 'Vegetarian Friendly']",1523,3.5,205
Restaurant de Portugees,Amsterdam,"['Mediterranean', 'European', 'Portuguese']",1524,3.5,179
Dr. Pieper,Amsterdam,"['Belgian', 'Dutch', 'Indonesian', 'Fast Food']",1525,4.5,12
Maximus,Amsterdam,"['American', 'Steakhouse', 'Bar', 'European']",1526,3.5,346
Cafe De Zuid,Amsterdam,"['French', 'Dutch', 'Bar', 'International', 'European', 'Cafe', 'Vegetarian Friendly']",1527,4,64
Mr. Paprika,Amsterdam,"['European', 'Bar', 'Vegetarian Friendly']",1528,4,54
Easy & Fresh Falafel,Amsterdam,,1529,4.5,11
Cafe Restaurant Kerkzicht,Amsterdam,"['Dutch', 'Bar', 'Pub', 'European']",1530,4,37
Geheim Van De Smidt,Amsterdam,,1531,4.5,17
Pera Grillroom,Amsterdam,['Turkish'],1532,4.5,11
Terrasmus,Amsterdam,"['Dutch', 'European', 'International', 'Healthy', 'Vegetarian Friendly']",1533,4.5,15
Groene Lanteerne,Amsterdam,"['European', 'French', 'Dutch']",1534,4.5,37
